,xmin,ymin,xmax,ymax,confidence,class,timestamp,classifier
0,718.6866455078125,292.7144470214844,1025.87646484375,494.0044250488281,0.9132822751998901,22,0,yolov5s
1,171.63201904296875,186.5056915283203,325.84100341796875,495.92669677734375,0.7815378904342651,23,0,yolov5s
2,202.64279174804688,6.764495849609375,343.0225524902344,462.7312927246094,0.2832145094871521,23,0,yolov5s
3,731.1749267578125,309.8511047363281,1039.1405029296875,510.1610107421875,0.9226126670837402,22,1,yolov5s
4,208.18991088867188,0.0,349.9075622558594,501.047607421875,0.6655685305595398,23,1,yolov5s
5,742.6188354492188,319.1294860839844,1054.609130859375,514.7965698242188,0.931425154209137,22,2,yolov5s
6,192.7330780029297,207.17442321777344,344.11236572265625,518.5435791015625,0.8085508346557617,23,2,yolov5s
7,224.5057830810547,0.0,361.4227294921875,508.512939453125,0.781654953956604,23,2,yolov5s
8,744.644775390625,320.0087585449219,1064.3154296875,512.8720703125,0.9339520931243896,22,3,yolov5s
9,231.27020263671875,0.0,368.77911376953125,511.08807373046875,0.8074791431427002,23,3,yolov5s
10,202.67852783203125,209.1007843017578,348.79443359375,517.217529296875,0.7931221723556519,23,3,yolov5s
11,725.2488403320312,315.8333740234375,1076.471923828125,513.0106201171875,0.9117388129234314,22,4,yolov5s
12,203.62998962402344,206.26019287109375,351.0250244140625,509.07342529296875,0.8511388897895813,23,4,yolov5s
13,234.48025512695312,0.0,371.6990051269531,500.11444091796875,0.7595506906509399,23,4,yolov5s
14,746.4988403320312,304.4144592285156,1078.104736328125,507.106689453125,0.9067543148994446,22,5,yolov5s
15,196.50413513183594,197.06663513183594,350.98822021484375,502.11810302734375,0.8449709415435791,23,5,yolov5s
16,232.32386779785156,0.0,367.543212890625,497.095703125,0.7132886052131653,23,5,yolov5s
17,718.8575439453125,299.8260498046875,1084.484375,496.84881591796875,0.8954153656959534,22,6,yolov5s
18,194.0056610107422,190.66024780273438,346.621337890625,491.1037902832031,0.8599267601966858,23,6,yolov5s
19,229.4620361328125,0.0,367.9713134765625,483.11358642578125,0.5697630643844604,23,6,yolov5s
20,715.595458984375,279.938720703125,1094.1014404296875,502.40655517578125,0.9130765199661255,22,7,yolov5s
